Name,Book,Feat Type,Bonus Feat?,Prerequisites,Description
Penumbra Bloodline,DrC 103,Bloodline,No,Ability to cast arcane spells without preparation,Sorcerous bloodline grants extra spells
Plant Bloodline,DrC 104,Bloodline,No,Ability to cast arcane spells without preparation,Sorcerous bloodline grants extra spells
Power in the Blood,DrC 105,Bloodline,No,"Any bloodline feat, ability to cast 3rd-level arcane spells",Cast one extra bloodline spell per day
Serpent Bloodline,DrC 106,Bloodline,No,Ability to cast arcane spells without preparation,Sorcerous bloodline grants extra spells
Water Bloodline,DrC 109,Bloodline,No,Ability to cast arcane spells without preparation,Sorcerous bloodline grants extra spells
Ability Enhancer,DrC 91,General,No,Spell Focus (transmutation),Increase ability score bonus from spells
Astral Tracking,DrC 92,General,No,"Knowledge (the planes) 11 ranks, Spellcraft 8 ranks, Survival 10 ranks, Track",Track on Astral Plane
Braced for Charge,DrC 93,General,Fighter,Base attack +1,Set any polearm against charge
Charming,DrC 93,General,No,"Cha 13, Negotiator", +3 on Charisma checks made to control charmed creatures
Circle Master,DrC 94,General,Fighter,"Dodge, Circle Student, Concentration 4 ranks, base attack bonus +8",*Circle Student bonus increases to +2
Circle Student,DrC 94,General,Fighter,"Dodge, Concentration 2 ranks, base attack bonus +4"," +1 attack and AC against focused opponent, AC penalty against others"
Combat Charm,DrC 94,General,No,Wis 13,Deny save bonus on charm spells in combat
Commanding,DrC 94,General,No,"Cha 14, Persuasive", +1 DC on compulsion spells
Cuthbert's Smite,DrC 95,General,No,"Patron deity St. Cuthbert, smite evil","Extra use of smite evil, smite chaotic targets"
Cutpurse,DrC 95,General,No,"Improved Unarmed Strike, Sleight of Hand 5 ranks",Disguise Sleight of Hand attempt as combat maneuvers
Dead Eye,DrC 95,General,Fighter,"Dex 17, base attack bonus +1, Point Blank Shot, Weapon Focus (any ranged weapon)",Add Dexterity bonus to ranged damage
Deceptive Dodge,DrC 95,General,Fighter,"Dex 13, Int 13, Dodge, Combat Expertise, base attack bonus +4",Force opponent to accidentally attack wrong target
Divine Conduit,DrC 95,General,No,"Charisma 13, Divine Fervor, patron deity, ability to turn/rebuke undead",Channel energy to boost ally's divine casting
Divine Fervor,DrC 95,General,No,Patron deity, +2 ability score bonus for short time
Double Team,DrC 95,General,Fighter,"Base attack bonus +6 or higher, Combat Reflexes",Flank opponent with ally regardless of position
Elemental Theurgy,DrC 97,General,No,"Elemental domain, arcane spells of elemental type",Caster level is sum of all levels with elemental spells
Enspell Familiar,DrC 97,General,No,"Familiar, caster level 1st",Cast shared spells on familiar at range
Favored Power Attack,DrC 97,General,No,"Power Attack, base attack +4, favored enemy",More damage with Power Attack against favored enemy
Flash Casting,DrC 99,General,No,"Cha 13, ability to cast a spell with the fire or light descriptor",Attackers suffer -2 penalty against you 1 round after you cast a spell
Haft Strike,DrC 100,General,Fighter,Two-Weapon Fighting,Fight with a polearm's haft
Hammer Fist ,DrC 100,General,Fighter,"Str 13, Improved Unarmed Strike",Deal 1-1/2 times Strength bonus with unarmed attack
Heads Up,DrC 100,General,No,Spell-like abilities or ability to cast arcane or divine spells,Use head of slain monster to access its powers
Hibernate,DrC 100,General,No,"Con 13, Endurance",Heal double level of hit points and ability damage with sleep
Kung Fu Genius,DrC 101,General,No,"Int 13,1st level only",Use Int in place of Wis for monk abilities
Long Strike ,DrC 101,General,Fighter,Base attack +2,Use polearm as a reach weapon
Mercurial Strike,DrC 102,General,No,"Quick Draw, base attack bonus +5",Draw and attack to catch foe flat-footed
Mighty Are Fallen,DrC 102,General,Fighter,"Dex 13, Int 13, Combat Expertise, Dodge, Mobility", +4 AC vs. Power Attack
Pack Feint,DrC 103,General,Fighter,"Improved Feint, Pack Tactics, base attack bonus +8",Feint attempt denies Dex bonus against allies
Pack Tactics,DrC 103,General,Fighter,Wis 13,Non-flanking allies gain +1 on attacks against flanked target
Pebble Underfoot,DrC 103,General,Fighter,Improved Trip,Gain bonus to trip larger foes
Pike Hedge,DrC 104,General,Fighter,"Base attack bonus +2, Combat Reflexes","Double damage to receive charge, triple with polearm"
Pole Balance,DrC 105,General,Fighter,none," +4 on Balance, resist bull rush, or resist trip with polearm"
Pole Fighter,DrC 105,General,Fighter,"Proficiency with the selected weapon, Weapon Focus with the selected weapon, flurry of blows class feature",Use flurry of blows with polearm
Precise Strike,DrC 105,General,No,"Dex 13, sneak attack",Trade sneak attack dice for bonus to hit
Puppet Master,DrC 105,General,No,Wis 13, +5 DC to notice your magical control over target
Ring the Golden Bell,DrC 105,General,Fighter,"Wis 13, Improved Unarmed Strike, Stunning Fist, Weapon Focus (unarmed strike), base attack bonus +5",Turn unarmed strike into ranged attack
Riposte,DrC 105,General,Fighter,"Int 13, Combat Expertise, base attack bonus +5",Opponent that misses provokes attack of opportunity
Scalding Faith of the Sun,DrC 105,General,No,"Divine grace, turn undead",*Grant divine grace ability to ally for short time
Scathing Wit,DrC 106,General,No,none,Use Intimidate to confer penalties
Seer,DrC 106,General,No,"Cha 13, Divine Fervor, patron deity","+1 luck bonus to Listen, Search, Sense Motive, Spot, use augury once per day"
Serenity,DrC 106,General,No,Divine grace,Use Wisdom rather than Charisma for various paladin abilities
Shield Maiden's Grace,DrC 107,General,No,"Divine grace, ability to turn undead",Grant divine grace to creature touched
Shorten Grip,DrC 108,General,Fighter,none,Attack adjacent foe with reach polearm
Single Blade Style,DrC 108,General,Fighter,"Int 13, Combat Expertise, Weapon Focus, base attack bonus +10"," +2 dodge bonus to AC when using one-handed weapon, no shield"
Spinning Defense,DrC 108,General,Fighter,"Combat Expertise, Deflect Arrows"," +1 AC, no limit with Deflect Arrows when using full defense with polearm"
Staggering Blow,DrC 109,General,Fighter,"Str 13, Improved Critical (unarmed or bludgeoning weapon), Power Attack, Heal 3 ranks, base attack bonus +12",Stun foe on successful critical hit
Unorthodox Flurry,DrC 109,General,No,Flurry of blows,Use flurry of blows with non-monk weapon
Vault,DrC 109,General,Fighter,"Str 13, Jump 4 ranks",Superior jump ability with polearm
Bend Spell,DrC 93,Metamagic,No,none,Spell ignores benefits of cover
Fell Energy Spell,DrC 98,Metamagic,No,none,Increase bonuses conferred by spells by +2 for undead
Guided Spell,DrC 99,Metamagic,No,none,"Ranged touch spell ignores cover, concealment"
Song of the Dead,DrC 108,Metamagic,No,none,Mind-affecting spell may target undead
Armor of Scales,DrM 15,Ceremony,No,"Dragonblood subtype, Knowledge (religion) 4 ranks",Grant natural AC bonus to allies
Heart of Dragons,DrM 19,Ceremony,No,"Dragonblood subtype, draconic feat, Knowledge (religion) 3 ranks",Imbue allies with draconic power
Slayer of Dragons,DrM 22,Ceremony,No,"Knowledge (religion) 4 ranks, no dragonblood subtype, no draconic feats",Protect allies against dragon attacks
Words of Draconic Power ,DrM 22,Ceremony,No,"Knowledge (religion) 4 ranks, Speak Language (Draconic)",Enhance allies’ language-based abilities
Dragonfire Channeling,DrM 17,"Divine, Draconic",No,"Cha 11, dragonblood subtype, ability to turn/rebuke undead or elementals",Spend turn/rebuke attempt to create cone of sacred fire
Dragonfire Channeling,DrM 17,"Draconic, Divine",No,"Cha 11, dragonblood subtype, ability to turn/rebuke undead or elementals",Spend turn/rebuke attempt to create cone of sacred fire
Draconic Heritage,DrM 17,Draconic,No,Sorcerer level 1st,"Gain dragonblood subtype, class skill, bonus on saves"
Black Dragon Lineage,DrM 15,Draconic,No,"Draconic Heritage (black), sorcerer 3rd",Convert arcane spell slot into poisonous touch
Blue Dragon Lineage,DrM 15,Draconic,No,"Draconic Heritage (blue), sorcerer 3rd",Convert arcane spell slot into orbs of lightning
Brass Dragon Lineage,DrM 16,Draconic,No,"Draconic Heritage (brass), sorcerer 3rd",Convert arcane spell slot into sleep effect
Bronze Dragon Lineage ,DrM 16,Draconic,No,"Draconic Heritage (bronze), sorcerer 3rd",Spend arcane spell slot to repel enemies
Copper Dragon Lineage ,DrM 16,Draconic,No,"Draconic Heritage (copper), sorcerer 3rd",Convert arcane spell slot into slow burst
Draconic Armor,DrM 16,Draconic,No,"Draconic Heritage, sorcerer 1st",Gain DR/magic when you cast arcane spells
Draconic Knowledge,DrM 17,Draconic,No,"Draconic Heritage, sorcerer 1st",Gain bonus on Knowledge skills; treat as class skills
Draconic Vigor,DrM 17,Draconic,No,"Draconic Heritage, sorcerer 1st",Heal damage when you cast arcane spells
Gold Dragon Lineage,DrM 19,Draconic,No,"Draconic Heritage (gold), sorcerer 3rd",Convert arcane spell slot into bonus on allies’ saves
Green Dragon Lineage,DrM 19,Draconic,No,"Draconic Heritage (green), sorcerer 3rd",Spend arcane spell slot to impose penalty on foe’s next Will save
Red Dragon Lineage,DrM 21,Draconic,No,"Draconic Heritage (red), sorcerer 3rd",Convert arcane spell slot into cone of lingering fire
Silver Dragon Lineage,DrM 22,Draconic,No,"Draconic Heritage (silver), sorcerer 3rd",Spend arcane spell slot to paralyze adjacent foes
White Dragon Lineage,DrM 22,Draconic,No,"Draconic Heritage (white), sorcerer 3rd",Spend arcane spell slot to gain temporary hit points and resistance to cold
Draconic Senses,DrM 17,Draconic,No,"Cha 11, dragonblood subtype",Gain keen senses similar to a dragon’s
Dragonfire Assault,DrM 17,Draconic,No,"Str 13, Cha 11, dragonblood subtype, Power Attack",Deal extra damage from Power Attack as fire damage
Dragonfire Channeling,DrM 17,Draconic,No,"Cha 11, dragonblood subtype, ability to turn/rebuke undead or elementals",Spend turn/rebuke attempt to create cone of sacred fire
Dragonfire Inspiration,DrM 17,Draconic,No,"Cha 11, dragonblood subtype, bardic music",Add fire damage to your allies’ attacks
Dragonfire Strike,DrM 18,Draconic,No,"Cha 11, dragonblood subtype, sneak attack/sudden strike/skirmish",Deal extra damage as fire damage
Double Draconic Aura ,DrM 16,General,No,"Character level 12th, ability to project two draconic auras",Project two draconic auras simultaneously
Draconic Aura,DrM 16,General,No,Character level 3rd,Draconic aura grants bonus to you and allies within 30 feet
Dragontouched,DrM 18,General,No,Cha 11,"Gain dragonblood subtype, other minor benefits"
Initiate of Aasterinian,DrM 20,Initiate,No,"Cleric level 3rd, dragonblood, deity Aasterinian ",Improve cleric skill list and spell list
Initiate of Astilabor,DrM 20,Initiate,No,"Cleric level 3rd, dragonblood, deity Astilabor",Improve cleric skill list and spell list
Initiate of Bahamut,DrM 20,Initiate,No,"Cleric level 3rd, dragonblood, deity Bahamut","Smite evil, improve cleric spell list"
Initiate of Falazure,DrM 20,Initiate,No,"Cleric level 3rd, dragonblood, deity Falazure","Enhance inflict wounds, improve cleric spell list"
Initiate of Garyx,DrM 20,Initiate,No,"Cleric level 5th, dragonblood, deity Garyx","Empower fire spell, improve cleric spell list"
Initiate of Hlal,DrM 21,Initiate,No,"Cleric level 5th, dragonblood, deity Hlal","Gain bonus on Escape Artist and grapple checks, gain extra bardic music, improve cleric spell list"
Initiate of Io,DrM 21,Initiate,No,"Cleric level 3rd, dragonblood, deity Io","Gain save bonus against dragonblooded effects, improve cleric spell list"
Initiate of Lendys,DrM 21,Initiate,No,"Cleric level 3rd, dragonblood, deity Lendys",Improve cleric skill list and spell list
Initiate of Tamara,DrM 21,Initiate,No,"Cleric level 3rd, dragonblood, deity Tamara","Enhance cure wounds, improve cleric spell list"
Initiate of Tiamat,DrM 21,Initiate,No,"Cleric level 5th, dragonblood, deity Tiamat","Deal extra damage to fearful foes, improve cleric spell list"
Combat Tinkering,Dnsc 44,General,No,none, +4 bonus on Concentration when using Disable Device or Open Lock; +4 bonus when quickening Disable Device or Open Lock
Quick Reconnoiter,Dnsc 46,General,No,"Listen 5 ranks, Spot 5 ranks",Make Spot and Listen checks as free actions; +2 bonus on initiative checks
Trap Engineer,Dnsc 46,General,No,"Knowledge (architecture and engineering) 1 rank, Knowledge (dungeoneering) 4 ranks",Bonuses when dealing with traps after the first
Trap Sensitivity,Dnsc 46,General,No,"Elf or trapfinding class feature, trap sense +2",Sense mechanical traps as you sense secret doors
Tunnel Fighting,Dnsc 46,General,Fighter,Base attack bonus +1,No penalty on attacks or to AC while squeezing
Gnome Tunnel Acrobatics,Dnsc 44,Tactical,Fighter,"Gnome; or base attack bonus +4, Knowledge (dungeoneering) 2 ranks, Tumble 9 ranks",Gain benefits in combat (see feat description)
Undermountain Tactics,Dnsc 46,Tactical,Fighter,"Dwarf or gnome; or base attack bonus +6, Knowledge (dungeoneering) 2 ranks",Gain benefits in combat (see feat description)
Hammer and Piton,Dnsc 45,Weapon Style,Fighter,"Str 15, Climb 3 ranks",Drive pitons into Large foe and climb him
Weapon and Torch,Dnsc 47,Weapon Style,No,none,Burn and dazzle foes with lit torch
Apostate,EE 12,Vile,No,Wis 15,Gain one-half level as bonus on saves against divine spells
Chosen of Evil,EE 12,Vile,No,"Con 13, any other vile feat","Take 1 Con damage to add bonus on one attack, saving throw, or check equal to number of vile feats"
Enemy of Good,EE 13,Vile,No,"Chosen of Evil, Evil Brand",Gain +2 to save DC for your spells and spell-like abilities when used against good creatures
Slave to Evil,EE 14,Vile,No,Chosen of Evil,"Gain aura of evil, minimize effects of evil spells cast on you; gain abilities that increase as master’s sign intensifi es"
Master’s Will,EE 13,Vile,No,"Chosen of Evil or undead type, Evil Brand",Call upon elder evil for random results
Dark Speech,EE 12,Vile,No,"Base Will save +5, Int 15, Cha 15","Use Dark Speech to inspire dread, aid in creating magic items, damage objects, or command swarms (Fiendish Codex I 85)"
Dark Whispers,EE 12,Vile,No,Dark Speech,Take 1 Con damage to inspire madness in nearby creatures
Filthy Outburst,EE 13,Vile,No,"Base Will save +7, Dark Speech",Take 1d6 Con damage to deafen opponents and make them less resistant to evil spells and abilities
Evil Brand,FC1 85,Vile,No,none, +2 bonus on Diplomacy and Intimidate checks made against evil creatures (Fiendish Codex I 85)
Abyss-Bound Soul,EE 11,Vile,No,"Evil Brand, Thrall to Demon", +2 on saves against good spells
Lichloved,EE 13,Vile,No,Evil Brand," +1 bonus on saves against mind-affecting spells and abilities, poison, sleep, paralysis, stunning, and disease"
Evil’s Blessing,EE 13,Vile,No,Cha 13,Add Cha bonus on saves for 5 rounds
Harvester of Souls,EE 13,Vile,No,Base attack bonus +11,Coup de grace attack prevents target from being restored to life; gain 2 temporary hp/HD of slain creature
